timestamp,open,high,low,close,volume
2025-08-29 08:00:00+00:00,647.89,648.48,647.79,647.84,3341.0
2025-08-29 08:01:00+00:00,647.98,648.01,647.98,648.01,651.0
2025-08-29 08:02:00+00:00,648.0,648.02,647.99,648.02,1389.0
2025-08-29 08:03:00+00:00,647.93,647.93,647.93,647.93,323.0
2025-08-29 08:04:00+00:00,647.86,647.87,647.72,647.72,2481.0
2025-08-29 08:05:00+00:00,647.7,647.7,647.67,647.67,927.0
2025-08-29 08:06:00+00:00,647.64,647.65,647.64,647.65,452.0
2025-08-29 08:07:00+00:00,647.7,647.7,647.7,647.7,662.0
2025-08-29 08:08:00+00:00,647.7,647.7,647.62,647.62,650.0
2025-08-29 08:09:00+00:00,647.6,647.6,647.6,647.6,1307.0
2025-08-29 08:10:00+00:00,647.61,647.61,647.58,647.58,743.0
2025-08-29 08:11:00+00:00,647.52,647.52,647.5,647.5,1419.0
2025-08-29 08:12:00+00:00,647.5,647.5,647.5,647.5,2332.0
2025-08-29 08:13:00+00:00,647.48,647.48,647.43,647.43,1185.0
2025-08-29 08:14:00+00:00,647.37,647.37,647.37,647.37,388.0
2025-08-29 08:15:00+00:00,647.33,647.33,647.33,647.33,574.0
2025-08-29 08:16:00+00:00,647.31,647.31,647.31,647.31,502.0
2025-08-29 08:17:00+00:00,647.44,647.48,647.44,647.47,2355.0
2025-08-29 08:18:00+00:00,647.53,647.53,647.5,647.5,445.0
2025-08-29 08:19:00+00:00,647.45,647.45,647.45,647.45,312.0
2025-08-29 08:20:00+00:00,647.34,647.44,647.34,647.44,726.0
2025-08-29 08:21:00+00:00,647.48,647.5,647.48,647.5,761.0
2025-08-29 08:23:00+00:00,647.52,647.52,647.52,647.52,283.0
2025-08-29 08:26:00+00:00,647.51,647.51,647.51,647.51,269.0
2025-08-29 08:27:00+00:00,647.5,647.5,647.46,647.46,465.0
2025-08-29 08:28:00+00:00,647.53,647.53,647.53,647.53,500.0
2025-08-29 08:29:00+00:00,647.55,647.55,647.55,647.55,255.0
2025-08-29 08:31:00+00:00,647.52,647.52,647.51,647.51,237.0
2025-08-29 08:33:00+00:00,647.64,647.64,647.64,647.64,143.0
2025-08-29 08:35:00+00:00,647.6,647.6,647.6,647.6,305.0
2025-08-29 08:37:00+00:00,647.6,647.6,647.52,647.57,1146.0
2025-08-29 08:39:00+00:00,647.54,647.54,647.54,647.54,598.0
2025-08-29 08:40:00+00:00,647.44,647.44,647.44,647.44,232.0
2025-08-29 08:43:00+00:00,647.5,647.52,647.5,647.52,407.0
2025-08-29 08:47:00+00:00,647.35,647.35,647.35,647.35,106.0
2025-08-29 08:50:00+00:00,647.39,647.39,647.39,647.39,553.0
2025-08-29 08:51:00+00:00,647.38,647.38,647.15,647.15,6477.0
2025-08-29 08:52:00+00:00,647.13,647.16,647.08,647.08,2247.0
2025-08-29 08:54:00+00:00,647.1,647.14,647.0,647.13,3132.0
2025-08-29 08:55:00+00:00,647.14,647.14,647.14,647.14,606.0
2025-08-29 08:56:00+00:00,647.01,647.01,646.95,647.01,6195.0
2025-08-29 08:57:00+00:00,646.9,646.97,646.9,646.97,1737.0
2025-08-29 08:58:00+00:00,646.93,646.93,646.88,646.88,1099.0
2025-08-29 08:59:00+00:00,646.86,646.86,646.86,646.86,475.0
2025-08-29 09:00:00+00:00,646.97,646.98,646.83,646.84,1198.0
2025-08-29 09:01:00+00:00,646.81,646.81,646.8,646.8,2090.0
2025-08-29 09:02:00+00:00,646.71,646.71,646.52,646.52,3017.0
2025-08-29 09:04:00+00:00,646.84,646.84,646.84,646.84,289.0
2025-08-29 09:05:00+00:00,646.83,646.83,646.83,646.83,591.0
2025-08-29 09:06:00+00:00,646.87,646.88,646.87,646.88,643.0
2025-08-29 09:07:00+00:00,646.87,646.87,646.86,646.86,712.0
2025-08-29 09:08:00+00:00,646.79,646.79,646.75,646.75,901.0
2025-08-29 09:09:00+00:00,646.96,646.96,646.96,646.96,243.0
2025-08-29 09:10:00+00:00,646.88,646.91,646.86,646.91,2637.0
2025-08-29 09:11:00+00:00,646.93,647.0,646.93,647.0,1312.0
2025-08-29 09:15:00+00:00,647.14,647.14,647.08,647.08,686.0
2025-08-29 09:16:00+00:00,647.08,647.13,647.08,647.12,2826.0
2025-08-29 09:18:00+00:00,647.08,647.08,647.05,647.05,1407.0
2025-08-29 09:23:00+00:00,647.17,647.18,647.16,647.18,1078.0
2025-08-29 09:25:00+00:00,647.19,647.19,647.19,647.19,313.0
2025-08-29 09:26:00+00:00,647.19,647.19,647.15,647.15,670.0
2025-08-29 09:27:00+00:00,647.13,647.13,647.13,647.13,103.0
2025-08-29 09:30:00+00:00,647.21,647.21,647.21,647.21,224.0
2025-08-29 09:32:00+00:00,647.21,647.22,647.21,647.22,1039.0
2025-08-29 09:33:00+00:00,647.24,647.24,647.24,647.24,245.0
2025-08-29 09:34:00+00:00,647.14,647.22,647.14,647.22,3141.0
2025-08-29 09:35:00+00:00,647.24,647.24,647.24,647.24,415.0
2025-08-29 09:37:00+00:00,647.27,647.27,647.27,647.27,638.0
2025-08-29 09:38:00+00:00,647.27,647.27,647.26,647.26,266.0
2025-08-29 09:39:00+00:00,647.26,647.26,647.26,647.26,152.0
2025-08-29 09:42:00+00:00,647.22,647.22,647.17,647.21,3265.0
2025-08-29 09:44:00+00:00,647.18,647.18,647.18,647.18,618.0
2025-08-29 09:48:00+00:00,647.34,647.34,647.32,647.32,610.0
2025-08-29 09:49:00+00:00,647.34,647.34,647.3,647.3,834.0
2025-08-29 09:50:00+00:00,647.22,647.22,647.22,647.22,536.0
2025-08-29 09:52:00+00:00,647.27,647.27,647.27,647.27,591.0
2025-08-29 09:56:00+00:00,647.26,647.27,647.26,647.27,700.0
2025-08-29 09:57:00+00:00,647.23,647.23,647.23,647.23,148.0
2025-08-29 09:59:00+00:00,647.18,647.19,647.18,647.18,2028.0
2025-08-29 10:00:00+00:00,647.1,647.11,647.1,647.11,1485.0
2025-08-29 10:02:00+00:00,647.02,647.02,647.02,647.02,866.0
2025-08-29 10:03:00+00:00,647.02,647.02,646.95,646.99,2459.0
2025-08-29 10:04:00+00:00,647.1,647.14,647.1,647.14,1178.0
2025-08-29 10:10:00+00:00,647.18,647.33,647.18,647.33,219.0
2025-08-29 10:12:00+00:00,647.39,647.39,647.39,647.39,369.0
2025-08-29 10:13:00+00:00,647.31,647.32,647.3,647.32,1064.0
2025-08-29 10:14:00+00:00,647.29,647.3,647.29,647.3,1031.0
2025-08-29 10:15:00+00:00,647.21,647.21,647.21,647.21,223.0
2025-08-29 10:18:00+00:00,647.25,647.25,647.25,647.25,726.0
2025-08-29 10:23:00+00:00,647.24,647.24,647.24,647.24,311.0
2025-08-29 10:24:00+00:00,647.22,647.22,647.22,647.22,143.0
2025-08-29 10:28:00+00:00,647.25,647.25,647.25,647.25,459.0
2025-08-29 10:29:00+00:00,647.25,647.25,647.25,647.25,322.0
2025-08-29 10:30:00+00:00,647.28,647.28,647.21,647.21,1581.0
2025-08-29 10:31:00+00:00,647.13,647.13,647.11,647.12,942.0
2025-08-29 10:32:00+00:00,647.19,647.19,647.12,647.12,955.0
2025-08-29 10:33:00+00:00,647.13,647.16,647.13,647.16,655.0
2025-08-29 10:35:00+00:00,647.21,647.21,647.2,647.2,1115.0
2025-08-29 10:36:00+00:00,647.1,647.1,647.1,647.1,554.0
2025-08-29 10:37:00+00:00,647.12,647.12,647.1,647.1,350.0
2025-08-29 10:38:00+00:00,647.15,647.16,647.12,647.12,1451.0
2025-08-29 10:40:00+00:00,647.14,647.14,647.14,647.14,535.0
2025-08-29 10:41:00+00:00,647.1,647.1,647.1,647.1,501.0
2025-08-29 10:43:00+00:00,647.07,647.07,647.07,647.07,250.0
2025-08-29 10:44:00+00:00,647.02,647.06,647.0,647.06,27588.0
2025-08-29 10:45:00+00:00,647.06,647.13,647.06,647.13,1013.0
2025-08-29 10:46:00+00:00,647.14,647.14,647.14,647.14,146.0
2025-08-29 10:49:00+00:00,647.02,647.05,647.02,647.05,1120.0
2025-08-29 10:51:00+00:00,647.14,647.15,647.14,647.15,883.0
2025-08-29 10:52:00+00:00,647.15,647.19,647.11,647.19,8391.0
2025-08-29 10:53:00+00:00,647.17,647.17,647.14,647.17,8645.0
2025-08-29 10:54:00+00:00,647.15,647.15,647.12,647.12,13341.0
2025-08-29 10:56:00+00:00,646.9,647.0,646.9,647.0,925.0
2025-08-29 10:57:00+00:00,647.07,647.07,647.07,647.07,349.0
2025-08-29 10:58:00+00:00,647.11,647.11,647.0,647.0,6116.0
2025-08-29 10:59:00+00:00,647.05,647.05,647.05,647.05,5397.0
2025-08-29 11:00:00+00:00,647.04,647.13,647.03,647.1,5614.0
2025-08-29 11:01:00+00:00,647.1,647.11,647.1,647.1,1153.0
2025-08-29 11:02:00+00:00,647.08,647.15,647.08,647.14,1210.0
2025-08-29 11:03:00+00:00,647.12,647.23,647.12,647.2,2463.0
2025-08-29 11:04:00+00:00,647.21,647.21,647.2,647.2,528.0
2025-08-29 11:05:00+00:00,647.18,647.21,647.18,647.18,1824.0
2025-08-29 11:06:00+00:00,647.15,647.15,647.11,647.11,911.0
2025-08-29 11:10:00+00:00,647.21,647.21,647.2,647.2,1024.0
2025-08-29 11:11:00+00:00,647.22,647.31,647.22,647.31,26946.0
2025-08-29 11:12:00+00:00,647.3,647.34,647.3,647.34,618.0
2025-08-29 11:13:00+00:00,647.339,647.339,647.29,647.31,2619.0
2025-08-29 11:14:00+00:00,647.339,647.34,647.31,647.33,1065.0
2025-08-29 11:15:00+00:00,647.4,647.4,647.37,647.38,2886.0
2025-08-29 11:16:00+00:00,647.34,647.34,647.32,647.33,858.0
2025-08-29 11:17:00+00:00,647.34,647.34,647.34,647.34,588.0
2025-08-29 11:18:00+00:00,647.36,647.36,647.34,647.34,583.0
2025-08-29 11:19:00+00:00,647.32,647.35,647.32,647.35,324.0
2025-08-29 11:20:00+00:00,647.38,647.38,647.32,647.32,1331.0
2025-08-29 11:21:00+00:00,647.41,647.43,647.41,647.43,503.0
2025-08-29 11:22:00+00:00,647.38,647.38,647.38,647.38,107.0
2025-08-29 11:23:00+00:00,647.39,647.39,647.39,647.39,544.0
2025-08-29 11:24:00+00:00,647.4,647.4,647.34,647.34,422.0
2025-08-29 11:25:00+00:00,647.27,647.31,647.27,647.31,699.0
2025-08-29 11:26:00+00:00,647.28,647.28,647.25,647.25,567.0
2025-08-29 11:27:00+00:00,647.31,647.39,647.31,647.39,1276.0
2025-08-29 11:29:00+00:00,647.37,647.37,647.35,647.35,650.0
2025-08-29 11:30:00+00:00,647.26,647.28,647.26,647.28,601.0
2025-08-29 11:31:00+00:00,647.26,647.26,647.21,647.21,9189.0
2025-08-29 11:32:00+00:00,647.23,647.25,647.23,647.25,6001.0
2025-08-29 11:33:00+00:00,647.2,647.25,647.2,647.25,495.0
2025-08-29 11:34:00+00:00,647.24,647.24,647.22,647.22,424.0
2025-08-29 11:35:00+00:00,647.22,647.33,647.2,647.31,3216.0
2025-08-29 11:36:00+00:00,647.21,647.21,647.21,647.21,264.0
2025-08-29 11:37:00+00:00,647.23,647.23,647.16,647.16,1298.0
2025-08-29 11:38:00+00:00,647.18,647.22,647.16,647.19,8429.0
2025-08-29 11:40:00+00:00,647.16,647.22,647.14,647.2,3230.0
2025-08-29 11:41:00+00:00,647.28,647.3,647.28,647.3,1583.0
2025-08-29 11:42:00+00:00,647.3,647.3,647.3,647.3,665.0
2025-08-29 11:43:00+00:00,647.251,647.251,647.23,647.23,881.0
2025-08-29 11:44:00+00:00,647.22,647.22,647.18,647.18,872.0
2025-08-29 11:46:00+00:00,647.2,647.2,647.2,647.2,1385.0
2025-08-29 11:47:00+00:00,647.18,647.2,647.15,647.16,3637.0
2025-08-29 11:49:00+00:00,647.19,647.19,647.19,647.19,344.0
2025-08-29 11:50:00+00:00,647.1,647.1,647.05,647.05,4723.0
2025-08-29 11:51:00+00:00,647.07,647.08,647.02,647.02,1535.0
2025-08-29 11:52:00+00:00,647.04,647.05,647.04,647.04,713.0
2025-08-29 11:53:00+00:00,647.02,647.06,647.02,647.06,811.0
2025-08-29 11:54:00+00:00,647.1,647.14,647.07,647.14,4899.0
2025-08-29 11:55:00+00:00,647.12,647.13,647.07,647.07,4297.0
2025-08-29 11:56:00+00:00,647.14,647.14,647.07,647.08,4975.0
2025-08-29 11:57:00+00:00,647.08,647.19,647.08,647.19,1851.0
2025-08-29 11:58:00+00:00,647.17,647.24,647.16,647.21,5470.0
2025-08-29 11:59:00+00:00,647.22,647.22,647.14,647.14,3361.0
2025-08-29 12:00:00+00:00,647.18,648.8,646.87,647.14,63292.0
2025-08-29 12:01:00+00:00,648.3,648.35,647.14,647.1999,8241.0
2025-08-29 12:02:00+00:00,647.2,647.22,647.15,647.15,7289.0
2025-08-29 12:03:00+00:00,647.1,647.11,647.04,647.04,3182.0
2025-08-29 12:04:00+00:00,647.01,647.05,646.97,646.97,9907.0
2025-08-29 12:05:00+00:00,646.92,646.94,646.81,646.88,29246.0
2025-08-29 12:06:00+00:00,646.8901,646.96,646.8901,646.9205,1206.0
2025-08-29 12:07:00+00:00,646.92,647.0,646.92,647.0,1621.0
2025-08-29 12:08:00+00:00,647.04,647.05,646.93,647.05,15138.0
2025-08-29 12:09:00+00:00,646.98,647.01,646.97,647.0,4017.0
2025-08-29 12:10:00+00:00,646.97,646.98,646.92,646.96,3417.0
2025-08-29 12:11:00+00:00,646.92,646.95,646.92,646.95,7148.0
2025-08-29 12:12:00+00:00,646.95,646.95,646.95,646.95,820.0
2025-08-29 12:13:00+00:00,646.98,647.0,646.98,647.0,884.0
2025-08-29 12:14:00+00:00,647.01,647.02,647.0,647.02,2186.0
2025-08-29 12:15:00+00:00,647.05,647.16,647.05,647.12,14435.0
2025-08-29 12:16:00+00:00,647.13,647.2,647.13,647.16,20763.0
2025-08-29 12:17:00+00:00,647.14,647.14,647.07,647.08,7637.0
2025-08-29 12:18:00+00:00,647.02,647.19,647.0,647.19,7304.0
2025-08-29 12:19:00+00:00,647.08,647.08,647.0,647.01,5074.0
2025-08-29 12:20:00+00:00,647.0,647.08,646.98,647.03,31376.0
2025-08-29 12:21:00+00:00,647.06,647.07,647.06,647.07,706.0
2025-08-29 12:22:00+00:00,647.03,647.04,647.02,647.02,4863.0
2025-08-29 12:23:00+00:00,647.06,647.12,646.99,647.05,15787.0
2025-08-29 12:24:00+00:00,647.05,647.06,647.02,647.02,2114.0
2025-08-29 12:25:00+00:00,647.02,647.06,646.98,647.05,10786.0
2025-08-29 12:26:00+00:00,647.03,647.11,647.02,647.11,7373.0
2025-08-29 12:27:00+00:00,647.1,647.21,647.1,647.15,14247.0
2025-08-29 12:28:00+00:00,647.12,647.12,647.08,647.12,3815.0
2025-08-29 12:29:00+00:00,647.12,647.12,647.0,647.0,5404.0
2025-08-29 12:30:00+00:00,647.1077,648.09,647.1077,647.88,92794.0
2025-08-29 12:31:00+00:00,647.92,647.92,647.35,647.51,43409.0
2025-08-29 12:32:00+00:00,647.49,647.75,647.47,647.7,63760.0
2025-08-29 12:33:00+00:00,647.7,647.78,647.56,647.75,30894.0
2025-08-29 12:34:00+00:00,647.75,647.78,647.56,647.6,14811.0
2025-08-29 12:35:00+00:00,647.69,647.75,647.57,647.59,7316.0
2025-08-29 12:36:00+00:00,647.55,647.56,647.39,647.4005,12806.0
2025-08-29 12:37:00+00:00,647.41,647.51,647.33,647.39,15012.0
2025-08-29 12:38:00+00:00,647.4194,647.5299,647.38,647.44,4578.0
2025-08-29 12:39:00+00:00,647.45,647.5,647.38,647.4683,5886.0
2025-08-29 12:40:00+00:00,647.45,647.5,647.42,647.4599,9515.0
2025-08-29 12:41:00+00:00,647.4,647.5299,647.37,647.47,16065.0
2025-08-29 12:42:00+00:00,647.4,647.4,647.25,647.3098,9895.0
2025-08-29 12:43:00+00:00,647.31,647.52,647.31,647.48,4700.0
2025-08-29 12:44:00+00:00,647.5099,647.52,647.42,647.5183,4893.0
2025-08-29 12:45:00+00:00,647.4691,647.56,647.45,647.52,6369.0
2025-08-29 12:46:00+00:00,647.52,647.659,647.52,647.65,5539.0
2025-08-29 12:47:00+00:00,647.68,647.68,647.65,647.67,4030.0
2025-08-29 12:48:00+00:00,647.64,647.65,647.62,647.65,1511.0
2025-08-29 12:49:00+00:00,647.68,647.68,647.68,647.68,1088.0
2025-08-29 12:50:00+00:00,647.72,647.72,647.55,647.55,2139.0
2025-08-29 12:51:00+00:00,647.53,647.6,647.5,647.6,6786.0
2025-08-29 12:52:00+00:00,647.62,647.62,647.57,647.57,1442.0
2025-08-29 12:53:00+00:00,647.65,647.65,647.62,647.62,1537.0
2025-08-29 12:54:00+00:00,647.63,647.64,647.6192,647.64,1790.0
2025-08-29 12:55:00+00:00,647.6,647.65,647.6,647.63,2348.0
2025-08-29 12:56:00+00:00,647.58,647.65,647.57,647.64,5677.0
2025-08-29 12:57:00+00:00,647.59,647.7,647.59,647.7,2261.0
2025-08-29 12:58:00+00:00,647.68,647.68,647.65,647.65,2443.0
2025-08-29 12:59:00+00:00,647.68,647.71,647.6401,647.7,1928.0
2025-08-29 13:00:00+00:00,647.68,647.72,647.67,647.68,12849.0
2025-08-29 13:01:00+00:00,647.6503,647.86,647.65,647.78,12585.0
2025-08-29 13:02:00+00:00,647.76,647.77,647.7,647.7,2400.0
2025-08-29 13:03:00+00:00,647.68,647.72,647.68,647.7,2295.0
2025-08-29 13:04:00+00:00,647.68,647.75,647.67,647.75,4651.0
2025-08-29 13:05:00+00:00,647.77,647.77,647.72,647.72,3254.0
2025-08-29 13:06:00+00:00,647.71,647.71,647.65,647.71,4425.0
2025-08-29 13:07:00+00:00,647.7,647.71,647.7,647.7,1207.0
2025-08-29 13:08:00+00:00,647.68,647.7,647.67,647.67,2150.0
2025-08-29 13:09:00+00:00,647.6216,647.63,647.62,647.6201,1823.0
2025-08-29 13:10:00+00:00,647.65,647.65,647.65,647.65,246.0
2025-08-29 13:11:00+00:00,647.6,647.6,647.58,647.58,1015.0
2025-08-29 13:12:00+00:00,647.6,647.69,647.6,647.64,3776.0
2025-08-29 13:13:00+00:00,647.61,647.61,647.58,647.6,1553.0
2025-08-29 13:14:00+00:00,647.59,647.68,647.59,647.68,933.0
2025-08-29 13:15:00+00:00,647.68,647.68,647.62,647.66,12472.0
2025-08-29 13:16:00+00:00,647.6999,647.7299,647.62,647.65,5075.0
2025-08-29 13:17:00+00:00,647.67,647.7,647.52,647.52,10901.0
2025-08-29 13:19:00+00:00,647.58,647.6,647.47,647.47,2200.0
2025-08-29 13:20:00+00:00,647.53,647.65,647.53,647.65,1467.0
2025-08-29 13:21:00+00:00,647.7099,647.7599,647.7,647.7,7327.0
2025-08-29 13:22:00+00:00,647.74,647.74,647.63,647.63,5550.0
2025-08-29 13:23:00+00:00,647.62,647.65,647.55,647.55,2356.0
2025-08-29 13:24:00+00:00,647.52,647.5797,647.52,647.5797,3510.0
2025-08-29 13:25:00+00:00,647.57,647.87,647.55,647.85,7356.0
2025-08-29 13:26:00+00:00,647.8703,647.96,647.84,647.91,10705.0
2025-08-29 13:27:00+00:00,647.9101,647.92,647.77,647.79,10456.0
2025-08-29 13:28:00+00:00,647.82,647.85,647.7,647.71,17874.0
2025-08-29 13:29:00+00:00,647.68,647.68,647.37,647.47,57520.0
2025-08-29 13:30:00+00:00,647.46,647.84,647.35,647.51,630604.0
2025-08-29 13:31:00+00:00,647.5,647.7581,647.405,647.71,346616.0
2025-08-29 13:32:00+00:00,647.695,647.74,647.49,647.51,294232.0
2025-08-29 13:33:00+00:00,647.51,647.54,647.34,647.4694,245001.0
2025-08-29 13:34:00+00:00,647.46,647.5,647.285,647.41,200113.0
2025-08-29 13:35:00+00:00,647.39,647.41,647.25,647.31,221200.0
2025-08-29 13:36:00+00:00,647.32,647.44,647.22,647.3001,205808.0
2025-08-29 13:37:00+00:00,647.31,647.31,646.95,647.19,354763.0
2025-08-29 13:38:00+00:00,647.195,647.28,647.05,647.145,194793.0
2025-08-29 13:39:00+00:00,647.155,647.17,646.85,646.8688,226466.0
2025-08-29 13:40:00+00:00,646.87,647.09,646.83,646.9,215163.0
2025-08-29 13:41:00+00:00,646.9,647.19,646.84,647.1,200111.0
2025-08-29 13:42:00+00:00,647.105,647.28,647.105,647.13,195904.0
2025-08-29 13:43:00+00:00,647.13,647.13,646.8,646.875,153368.0
2025-08-29 13:44:00+00:00,646.875,647.07,646.86,647.0051,211722.0
2025-08-29 13:45:00+00:00,647.01,647.01,646.63,646.64,301924.0
2025-08-29 13:46:00+00:00,646.64,646.67,646.305,646.305,433184.0
2025-08-29 13:47:00+00:00,646.32,646.35,646.11,646.24,357687.0
2025-08-29 13:48:00+00:00,646.225,646.41,646.2099,646.33,375544.0
2025-08-29 13:49:00+00:00,646.33,646.335,646.065,646.1,246424.0
2025-08-29 13:50:00+00:00,646.1,646.11,645.77,646.01,405833.0
2025-08-29 13:51:00+00:00,646.0,646.29,645.9999,646.24,306951.0
2025-08-29 13:52:00+00:00,646.24,646.27,646.02,646.13,196458.0
2025-08-29 13:53:00+00:00,646.14,646.3493,646.1045,646.2,145822.0
